編號 F0010001A2007_1_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_17_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_170_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_171_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_172_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_173_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_174_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_175_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_176_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_177_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_178_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_179_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_18_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_180_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_181_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_182_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_183_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_184_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_185_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_186_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_187_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_188_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_189_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_19_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_190_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_191_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_192_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_193_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_194_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_195_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_196_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_197_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_198_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_199_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_2_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_20_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_200_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_201_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_202_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_203_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_204_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_205_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_206_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_207_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_208_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_209_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_21_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_210_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_211_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_212_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_213_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_214_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_215_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_216_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_217_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_218_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_219_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_22_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_220_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_221_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_222_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_223_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_224_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_225_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_23_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_24_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_25_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_26_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_28_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_29_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_3_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_30_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_31_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_32_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_33_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_34_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_35_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_36_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_37_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_38_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_39_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_4_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_40_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_41_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_42_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_43_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_44_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_45_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_46_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_47_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_48_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_49_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_5_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_50_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_51_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_52_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_53_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_54_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_55_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_56_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_57_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_58_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_59_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_6_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_60_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_61_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_62_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_63_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_64_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_65_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_66_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_67_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_68_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_69_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_7_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_70_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_71_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_72_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_73_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_74_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_75_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_76_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_77_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_78_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_79_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_8_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_80_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_81_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_82_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_83_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_84_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_85_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_86_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_87_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_88_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_89_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_9_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_90_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_91_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_92_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_93_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_94_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_95_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_96_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_97_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_98_07 的CER： 1.0000, SER: 1.0000
編號 F1220001A2173_99_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_1_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_10_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_11_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_12_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_13_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_14_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_15_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_16_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_17_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_18_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_19_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_2_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_20_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_21_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_22_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_23_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_24_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_25_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_26_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_27_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_28_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_3_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_30_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_31_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_32_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_33_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_34_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_35_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_36_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_37_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_38_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_39_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_4_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_40_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_41_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_42_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_43_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_44_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_45_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_46_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_47_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_48_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_49_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_5_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_50_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_51_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_52_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_53_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_54_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_55_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_56_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_57_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_58_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_59_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_6_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_60_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_61_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_62_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_63_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_64_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_65_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_66_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_67_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_68_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_69_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_7_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_70_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_71_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_72_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_73_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_74_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_75_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_76_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_8_07 的CER： 1.0000, SER: 1.0000
編號 F1220001D3173_9_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_1_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_10_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_100_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_101_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_102_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_103_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_104_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_105_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_106_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_107_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_108_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_109_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_11_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_110_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_111_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_112_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_113_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_114_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_115_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_116_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_117_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_118_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_119_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_12_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_120_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_121_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_122_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_123_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_124_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_125_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_126_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_127_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_128_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_129_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_13_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_130_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_131_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_132_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_133_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_134_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_135_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_136_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_137_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_138_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_139_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_14_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_140_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_141_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_142_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_143_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_144_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_145_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_146_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_147_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_148_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_149_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_15_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_150_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_151_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_152_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_153_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_154_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_155_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_156_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_157_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_158_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_159_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_160_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_161_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_162_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_163_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_164_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_165_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_166_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_167_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_168_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_169_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_17_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_170_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_171_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_172_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_173_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_174_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_175_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_176_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_177_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_178_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_179_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_18_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_180_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_181_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_182_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_183_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_184_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_185_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_186_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_187_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_188_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_189_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_19_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_190_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_191_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_192_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_193_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_194_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_195_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_196_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_197_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_198_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_199_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_2_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_20_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_200_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_201_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_202_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_203_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_204_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_205_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_206_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_207_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_208_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_209_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_21_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_210_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_211_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_212_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_213_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_214_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_215_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_216_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_217_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_218_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_219_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_22_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_220_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_23_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_24_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_25_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_26_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_27_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_28_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_29_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_3_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_30_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_31_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_32_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_33_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_34_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_35_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_36_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_37_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_38_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_39_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_4_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_40_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_41_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_42_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_43_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_44_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_45_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_46_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_47_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_48_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_49_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_5_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_50_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_51_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_53_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_54_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_55_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_56_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_57_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_58_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_59_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_6_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_60_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_61_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_62_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_63_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_64_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_65_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_66_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_67_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_68_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_69_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_7_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_70_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_71_07 的CER： 1.0000, SER: 1.0000
編號 F1240001A2117_72_07 的CER： 1.0000, SER: 1.0000
